name,category,address,phone,website,base_name,base_category,base_address,base_phone,base_website,label
TeamOlmed Kalmar,medical_research_and_development,Malmbrogatan 14,+46104513302,,TeamOlmed Kalmar,hospital,Malmbrogatan 14,0104513302,https://www.1177.se/Kalmar-lan/hitta-vard/kontaktkort/TeamOlmed-Kalmar/,1
The Christ Hospital Physicians - Heart & Vascular,hospital,2123 Auburn Ave Ste 138,5132061180,,The Christ Hospital Physicians - Infectious Diseases,infectious_disease_specialist,2123 Auburn Ave Ste A44,5135852791,https://www.thechristhospital.com/services/infectious-diseases,0
ツルハドラッグ須賀川南店,pharmacy,福島県須賀川市高久田境１３２−６,+81248631268,https://shop.tsuruha-g.com/0890,ツルハドラッグ 須賀川南店,convenience_store,高久田境132-6,0248631268,https://shop.tsuruha-g.com/0890,1
Medibank,insurance_agency,1 Anderson St,+61292969702,https://medibank.com.au/,Medicare,public_service_and_government,,+61132011,,0
Merak,barbecue_restaurant,Mariahilfer Straße 139,+436765726450,,Merak,barbecue_restaurant,Mariahilfer Straße 139,06765726450,http://www.merakvienna.at/,1
ProMedica,hospital,100 Madison Ave,+15675859600,https://www.promedica.org/locations-and-doctors/location/clinics/promedica-headquarters,ProMedica Headquarters - The Plaza,commercial_real_estate,300 Madison Ave,5675859600,https://www.promedica.org/location/promedica-headquarters?utm_source=bing&utm_medium=organic&utm_campaign=bingplaces,1
Waterquip Pumps and Irrigation,agricultural_service,110 Gwydir St,+61267525077,http://www.waterquipmoree.com.au/,Waterquip,industrial_equipment,110 Gwydir St,+61267525077,http://www.waterquipmoree.com.au,1
Panera Bread,coffee_shop,11069 W Lincoln Hwy,8158069500,https://www.panerabread.com/en-us/cafe/locations/il/frankfort/11069-west-lincoln-highway?utm_medium=local&utm_source=bing&utm_campaign=dpm-dist&utm_term=204014&utm_content=main,Panera Bread,coffee_shop,11069 W Lincoln Hwy,8158069500,http://www.panerabread.com/,1
Treasure Coast Counseling Center,counseling_and_mental_health,101 S Colorado Ave,+17722203255,http://www.treasurecoastcounselingcenter.com/,Treasure Coast Flowers,florist,305 Colorado Ave,7723101371,https://www.treasurecoastflowers.com/,0
Hertz,car_rental_agency,4200 International Gtwy,+16142393254,http://www.hertz.com/rentacar/location/unitedstates/ohio/columbus/cmht01,Hertz Car Rental - Columbus - Reynoldsburg HLE,travel,4200 INTERNATIONAL GATEWAY,6147597285,https://www.hertz.com/rentacar/location/unitedstates/ohio/columbus/CMHC25,1
Matlock Town FC,sports_club_and_league,Causeway Ln,+441629583866,http://www.matlocktownfc.co.uk,Matlock Ford,car_dealer,31 Causeway Lane,+441629582231,http://www.matlockford.co.uk,0
Wetzlar Tipps,travel_services,Domplatz 8,+496441997755,https://www.wetzlar.de/tipps,Wetzlar kiosk,grocery_store,Karl-Kellner-Ring 29,+4915737926452,,0
Olive Garden Italian Restaurant,salad_bar,3650 Rib Mountain Dr,7153555276,https://www.olivegarden.com/locations/wi/wausau/wausau/1864,Olive Garden,salad_bar,3650 Rib Mountain Dr,7153555276,,1
Safeway,pharmacy,11050 Bollinger Canyon Rd,9253592001,https://local.safeway.com/safeway/ca/san-ramon/11050-bollinger-canyon-rd.html,Safeway Fuel Station,gas_station,11060 Bollinger Canyon Rd,9253592001,https://local.fuel.safeway.com/safeway/ca/san-ramon/11060-bollinger-canyon-rd.html,0
Roosters,american_restaurant,2906 N State St,+16019822001,http://www.glennfoods.com/new,Rooster's Restaurant,burger_restaurant,2906 N State St,6019822001,http://www.glennfoods.com/new/,1
Guild Mortgage - Jorge Barrantes,mortgage_lender,2700 Westhall Lane Ste 240,4072059451,https://branches.guildmortgage.com/fl/maitland/jorge-barrantes-470-tnjb.html,Guild Mortgage - Kierstin Denton,mortgage_lender,2700 Westhall Ln Ste 240,4076630545,https://branches.guildmortgage.com/fl/maitland/kierstin-denton-470-tnkd.html,0
Laser Clinics Australia,laser_hair_removal,"Shop 245, Stockland Wetherill Park, 561-583 Polding Street",0290994449,https://www.laserclinics.com.au/skin-care-clinic/wetherill-park,Laser Clinics Australia,laser_hair_removal,"Shop 245, Stockland Wetherill Park, Polding St",0290994449,https://www.laserclinics.com.au/skin-care-clinic/wetherill-park/?utm_source=bing&utm_medium=organic&utm_campaign=Bing+Places&utm_content=Wetherill+Park&utm_term=plcid_15140299715615402198,1
EVgo,ev_charging_station,865 Colusa Ave,8774943833,https://www.evgo.com/find-a-charger/ca/yuba-city/865-colusa-ave-240315,EVgo Car Charging Station,ev_charging_station,865 Colusa Ave,8774944177,https://www.evgo.com/,1
Cedar Valley Bone Health Institute,doctor,1753 W Ridgeway Ave,+13192332663,http://www.cvbonehealth.com/,Cedar Valley Neurology,medical_center,1753 W Ridgeway Ave Ste 112,3198335954,http://cvneurology.com/,0
XtraMart,convenience_store,196 Pine Hill Rd,8602838211,http://xtramart.com/locations.php,XtraMart,convenience_store,196 Pine Hill Rd,8602838211,http://xtramart.com/locations.php,1
Incarnation Parish School,elementary_school,123 W Glenoaks Blvd,+18182412269,http://www.incaschool.org/,Incarnation Catholic Church,catholic_church,1001 N Brand Blvd,+18182422579,http://www.incaglendale.org,0
Logan Regional Hospital Lab Draw,hospital,1400 N 500 E,+14357165200,,Logan Regional Hospital Infusion Center,cancer_treatment_center,1400 N 500 E,4357165418,https://intermountainhealthcare.org/locations/location-details/logan-regional-hospital/logan-regional-hospital/logan-regional-hospital-infusion-center/,0
Subway,sandwich_shop,524 E Wooster St,+14193528500,http://www.subway.com/en-us,Subway,fast_food_restaurant,524 E Wooster St,4193528500,https://restaurants.subway.com/united-states/oh/bowling-green/524-e-wooster-st?utm_source=yxt-bing&utm_medium=local&utm_term=acq&utm_content=12238&utm_campaign=evergreen-2020&y_source=1_MTQ5MTM1MzMtNDgzLWxvY2F0aW9uLndlYnNpdGU%3D,1
Walmart Bedford - E Lynchburg Salem Tpke,superstore,1126 E Lynchburg Salem Tpke,+15405866176,https://www.walmart.com/store/1399,Walmart,photography_store_and_services,1126 E Lynchburg Salem Tpke,5405868170,https://www.walmart.com/store/1399-bedford-va/,1
South Gate Window Cleaning,,4512 Tweedy Blvd,9519994546,http://www.getroyaltyservices.com/,South Gate Farms,grocery_store,4370 Tweedy Blvd,+13235678818,,0
DANCENTER (58064) 4 Personen Ferienhaus in einem Ferienpark in Glesborg,cabin,HAVET 24A,,https://www.dancenter.de/ferienhaus/58064?utm_source=bing_myplaces&utm_medium=organic&utm_campaign=58064,DANCENTER (58209) 5 Personen Ferienhaus in einem Ferienpark in Glesborg,cabin,HAVET 24A,,https://www.dancenter.de/ferienhaus/58209?utm_source=bing_myplaces&utm_medium=organic&utm_campaign=58209,1
Kinkao,thai_restaurant,8 St Davids Square,+442079877999,http://www.kinkao.co.uk/,Kinkao,thai_restaurant,"8-42 Saint Davids Square Lockes Wharf, Westferry Road",02079877999,http://www.kinkao.co.uk/,1
Dragonfly Sushi & Sake Company,sushi_restaurant,201 SE 2nd Ave,+13523713359,http://www.dragonflyrestaurants.com/gainesville-florida,Dragonfly Sushi & Sake Company,asian_fusion_restaurant,201 SE 2nd Ave 104,3523713359,http://www.dragonflyrestaurants.com/gainesville-florida,1
Five Below,discount_store,6413 SW 3rd St,+14054401086,https://locations.fivebelow.com/ok/oklahoma-city/6413-sw-3rd-street?utm_source=extnet&utm_medium=yext&y_source=1_MTM1MzkxMjAtNTU5LWxvY2F0aW9uLndlYnNpdGU%3D,Five Guys,burger_restaurant,6304 SW 3rd Street,4053478345,https://restaurants.fiveguys.com/6304-sw-3rd-street,0
Cracker Barrel Old Country Store,breakfast_and_brunch_restaurant,1860 Winderly Ln,6147597799,https://www.crackerbarrel.com/Locations/States/oh/pickerington/121/,Cracker Barrel Old Country Store,breakfast_and_brunch_restaurant,1860 Winderly Ln,6147597799,http://www.crackerbarrel.com/,1
Tirupati dream projects,real_estate,19-3-1/A,+918881666188,,Tirupati Station,train_station,,,,0
Dothan Nails Spa,nail_salon,3341 S Oates St,+13346718118,https://dothannailsspa.com/,Dothan Nails,nail_salon,3341 S Oates St Ste 104,3346718118,,1
Bartram Dental Center,dentist,55 Jaidev Rd,+19042016000,http://www.bartramdental.com/,Bartram Dental Assisting School,general_dentistry,55 Jaidev Rd,9042016000,https://bartramdentalassisting.com/,0
European Motor Cars Inc,automotive_repair,802 E Mulberry St,+19704840040,http://www.europeanmotorcarsinc.com/,European Motor Cars Inc,brake_service_and_repair,505 Riverside Ave,9704840040,http://europeanmotorcarsinc.com/,1
Southern Illinois Pediatric Dentistry,pediatric_dentist,1320 Columbia Ctr,6187192400,http://southernillinoispediatricdentistry.com/,Southern Illinois Pediatric Dentistry,pediatric_dentist,1320 Columbia Ctr,6187192400,http://southernillinoispediatricdentistry.com/,1
Rally House,sports_wear,11661 Preston Rd,+14698995855,https://www.rallyhouse.com/stores/l/dallas/11661-preston-road/3500343,Rally House,sports_wear,11661 Preston Rd Ste 232,4698995855,https://www.rallyhouse.com/stores/l/dallas/11661-preston-road/3500343,1
PNC,bank_credit_union,100 W Federal St,+13307424426,https://apps.pnc.com/locator/location-details/ohio/youngstown/44503/00401001/federal-plaza?lnksrc=branch-listing-facebook,PNC Private Bank,bank_credit_union,"100 E Federal St, Suite 700",3307424264,https://www.pnc.com/en/personal-banking/private-bank.html?lnksrc=private-bank-listing-bing,1
University Of Iowa Hawkeye - Carver Arena,swimming_pool,102 Carver Hawkeye Arena,+13193559227,https://uiowa.edu,University of Iowa International Programs,school_district_offices,"1111 University Capitol Centre, 200 South Capitol St",3193532700,https://international.uiowa.edu/,0
BP America,gas_station,1983 Brookdale Rd,+16304164569,https://map.bp.com/en-US/US/gas-station/naperville/bp/56206512199836056300100000000000,BP,gas_station,Brookdale Rd 1983,6304164569,http://www.bp.com/,1
Domino's Pizza,pizza_restaurant,51 London Road,+442392233533,https://www.dominos.co.uk/pizza-near-me/waterlooville/51-london-road?utm_source=facebook&utm_medium=yext&y_source=1_MTIxMzc1MTUtNTU5LWxvY2F0aW9uLndlYnNpdGU%3D,Domino's Pizza - Waterlooville - Cowplain,food_delivery_service,"51 London Road, Cowplain",02392233533,https://www.dominos.co.uk/pizza-near-me/waterlooville/51-london-road,1
Architekturbüro Volkmer Planung + Bauleitung,architect,Am Wittenborn 70,0554131071,http://www.volkmer-architekturbuero.de/,Architekturbüro Volkmer Planung + Bauleitung,architect,Am Wittenborn 70,0554131071,http://www.volkmer-architekturbuero.de/,1
"Planet Fitness - Manassas, VA",gym,7680 Stream Walk Ln,7035300123,http://www.planetfitness.com/gyms/VA/Manassas,Planet Fitness,gym,7680 Stream Walk Ln,7035300123,http://www.planetfitness.com/gyms/manassas-va-513,1
The Best Nail Bar,beauty_and_spa,595 King St,+18437799999,http://Thebestnailbar.com/,The Best Nail Bar,nail_salon,595 King St Ste 128,8437799999,http://thebestnailbar.com/,1
Houston Methodist Department of Neurosurgery,surgeon,18300 Katy Fwy Ste 135,8325228500,https://www.houstonmethodist.org/spg/neurosurgery/,Houston Methodist Oncology Partners,oncologist,18400 Katy Fwy Ste 390,8325228360,https://www.houstonmethodist.org/spg/obstetrics-gynecology/gynecologic-oncology/,0
Five Star Premier Residences of Reno,retirement_home,3201 Plumas St,+17758291050,https://www.fivestarseniorliving.com/communities/nv/reno/five-star-premier-residences-of-reno/?local=facebook,Five Star Premier Residences of Reno,assisted_living_facility,3201 Plumas St,7758291050,https://www.fivestarseniorliving.com/communities/nv/reno/five-star-premier-residences-of-reno,1
Bredemann Toyota,auto_parts_and_supply_store,1301 Dempster St,8476551435,http://www.bredemanntoyota.com/,Bredemann Toyota in Park Ridge - Sales,auto_parts_and_supply_store,1301 W Dempster St,8476551435,https://www.bredemanntoyota.com/,1
"St. George's HSS, Muthalakodam",college_university,"St.George's Higher Secondary School, Muthalakodam P.O",+914862222804,,St. George's U P School Muthalakodam ,school,Muthalakodam,,,0
Farmacia Cavarretta,pharmacy,"Via Saffo, 57",+390962966072,https://www.farmaciaalessiocavarretta.it/,Farmacia Bianchi,pharmaceutical_products_wholesaler,Via Gioacchino da Fiore,0962964762,https://www.farmaciabianchicrotone.it/,0
Walmart Tech,mobile_phone_repair,2801 Duportail St,5096288420,https://www.walmart.com/store/3261-richland-wa/walmart-tech-services,Walmart Photo Center,photography_store_and_services,2801 Duportail St,5096280350,http://www.walmart.com/store/3261-richland-wa,0
Konec Tecnologia,information_technology_company,"Av. Paulista 807, sl. 813",11940667710,http://www.konec.com.br/,Konec Tecnologia,information_technology_company,"Av. Paulista 807, sl. 813",11940667710,http://www.konec.com.br/,1
Fresenius Kidney Care,dialysis_clinic,1101 Nile St,+18008815101,https://www.freseniuskidneycare.com/,Fresenius Kidney Care Eunice,dialysis_clinic,1101 Nile St,8008815101,https://www.freseniuskidneycare.com/2000?utm_source=Yext&utm_medium=&utm_content=2000&utm_campaign=Website&y_source=1_MjYyNDM3OC00ODMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,1
Pousada Brasil Petrolandia,bed_and_breakfast,,,,Pousada LIMA,hotel,"Papelaria Central, Rua José Sales de Oliveira, 158",+558796197821,,0
Carvel Ice Cream,ice_cream_shop,"Patchogue-Medford Library, 54 E Main St",+16312892868,https://locations.carvel.com/ny/patchogue/217-e-main-street-patchogue-ny-11772?utm_source=extnet&utm_medium=organic&utm_campaign=locations_partner,Carvel Ice Cream,ice_cream_and_frozen_yoghurt,215 E Main St,6312892868,http://locations.carvel.com/new-york/patchouque/1981-carvel-ice-cream/,1
Lupa Supermercados,supermarket,"Avda. Obispo Panduro y Villafañe, 39",900200328,http://lupa.com/,Lupa Supermercados,supermarket,"Avda. Obispo Panduro y Villafañe, 39",900200328,http://lupa.com/,1
Sunny Isles Liquors,liquor_store,18180 Collins Ave,+13059325782,http://www.sunnyislesliquors.com/,Sunny Isles Condos,real_estate_agent,18246 Collins Ave,3052818653,https://www.sunnyislescondosre.com/,0
LaserAway,laser_hair_removal,4832 W 119th St,+19133726100,https://www.laseraway.com/locations/ks/leawood/?utm_source=facebook&utm_medium=organic&utm_campaign=website-link,LaserAway,laser_hair_removal,4832 W 119th St,9133726100,https://www.laseraway.com/locations/ks/leawood/?utm_source=bing&utm_medium=organic&utm_campaign=website-link,1
Walmart Grocery Pick-up and Delivery Service,retail,131 Handley Blvd,7692331319,https://grocery.walmart.com/locations/pickup/Walmart-Byram-MS-Supercenter-6469,Walmart,pharmacy,131 Handley Blvd,7692374326,https://www.walmart.com/store/6469-byram-ms/pharmacy/,0
Ótica Nova Visão,eyewear_and_optician,"Avenida Leopoldino de Oliveira, 3630",+553433323008,,Ótica Alta Precisão,eyewear_and_optician,"Rua Coronel Manoel Borges, 89",+553433121775,,0
Dollar Tree,discount_store,1568 Simpson Hwy,+16014391451,https://www.dollartree.com/locations/MS/magee/8303/,Dollar Tree,convenience_store,1568 Simpson US 49,6018676026,http://www.dollartree.com/locations/ms/magee/8303/,1
Polansky Heating and Air,hvac_services,2000 W Loop 340,+12542183321,http://www.polanskyheatingandair.com/,Polansky Heating & Air,hvac_services,"2000 W Loop 340, Ste 105",2542183321,http://www.polanskyheatingandair.com/,1
Health Care Physicians Profile 1,,"3rd Floor, Rajapushpa Business Center, Kondapur",06194420600,https://creativesol.com/?utm_j=book,Health Care Physicians Profile 6,,"3rd Floor, Rajapushpa Business Center, Kondapur",04048687888,https://creativesol.com/?utm_j=book,0
Taco Bell,fast_food_restaurant,8249 N Stemmons Fwy,+12149510950,http://www.tacobell.com/,Taco Bell,taco_restaurant,8249 N Stemmons Fwy.,2149510950,https://locations.tacobell.com/tx/dallas/8249-n-stemmons-fwy-.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=027815&utm_content=website&y_source=1_NjE0MjAxMC00ODMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,1
River Square II,rental_services,1250 52nd Ave S,7013642620,https://www.metroplains.com/find-a-home/north-dakota/fargo/river-square.html,River Square,apartments,1251 54th Ave S,7013642620,https://www.metroplains.com/find-a-home/north-dakota/fargo/river-square.html,0
CarMax,car_buyer,21939 Southwest Fwy,2812327180,https://www.carmax.com/stores/6081,CarMax Auctions,car_buyer,21939 Southwest Fwy,8336150014,https://www.carmaxauctions.com/auctionlocation.aspx/locationinfo/6081,0
United Dental Specialists,orthodontist,10305 NW 41st St 207,3055936520,http://www.uniteddentalspecialists.com/,United Dental Specialist of Florida,orthodontist,10305 NW 41st St Ste 207,3055936520,,1
Filipino Fusion,beer_bar,2851 Capehart Rd Bay F,4026770818,https://filipinofusionbellevue.com/,Filipino Fusion Restaurant And Bar,florist,"2851 Capehart Rd, Bay F",4026770818,https://filipinofusionbellevue.com/,1
U.S. Bank,mortgage_broker,1450 S 12th St,+19204577795,https://www.usbank.com/locations/wisconsin/sheboygan/1450-s-12th-st-bank-atm?utm_source=facebook&utm_medium=organic&utm_campaign=facebook_listing,U.S. Bank-Erik J Thiel-Mortgage Loan Officer,mortgage_lender,1450 S 12th St,9204513334,https://mortgage.usbank.com/erik-j-thiel-sheboygan-wi.html,0
Dollar Tree,discount_store,7351 Assateague Dr,+16673741020,https://www.dollartree.com/locations/MD/jessup/4970/,Dollar Tree,convenience_store,7351 Assateague Dr,4436209221,http://www.dollartree.com/locations/md/jessup/4970/,1
Yossi Stern Construction and Real Estate Management,contractor,1486 Union St,+17184671500,http://www.yossistern.com/,Yossi Stern Construction & Real Estate Management,property_management,1486 Union St,7184671500,http://www.yossistern.com/,1
Tempe Veterinary,youth_organizations,329 W Southern Ave,4804203789,,Tempe Veterinary Hospital,youth_organizations,329 W Southern Ave,4809660391,http://www.tempeveterinaryhospital.com/,1
Pleasant Grove Animal Hospital,veterinarian,4307 McKnight Rd,+19038386565,http://Pgvet.com/,Pleasant Grove Family Dentistry,general_dentistry,4330 Mcknight Rd,9038389700,https://www.texarkanadentistry.com/,0
Apartman Noa,professional_services,Ledenička ulica,+385921200205,,Apartmani Katarina,holiday_rental_home,Prilaz Jamice 5,+385915635389,http://www.smjestaj.com.hr/novivinodolski/apartmani-katarina/,0
Glenmont Manor,apartments,371 Rte 9W,5189927476,https://www.dawnhomes.com/apartments/ny/glenmont/glenmont-manor,Glenmont Dental,cosmetic_dentist,336 Glenmont Rd,5184728064,http://www.glenmontdental.com/,0
New Rochelle Physical Therapy,physical_therapy,466 Main St,+19146321100,http://www.newrochellept.com/,New Rochelle Mental Health,community_health_center,14 LAWTON St,8006153564,https://www.usa.gov/mental-health,0
U.S. Bank,bank_credit_union,777 E Wisconsin Ave,4147654055,https://www.usbank.com/locations,U.S. Bank - Joni Burns-Roman - Mortgage Lending Officer,mortgage_lender,777 E Wisconsin Ave,4147655659,http://mortgage.usbank.com/joni-burns-milwaukee-wi.html,0
Walmart,pharmacy,2150 E 1st St,5159863657,http://www.walmart.com/store/5748-grimes-ia/pharmacy,Walmart Supercenter,department_store,2150 E 1st St,5159861783,,1
BELTONE HEARING AID CENTER,hearing_aids,122 S Rawles St Ste 114,2488452183,https://locations.beltone.com/mi/romeo/0050963023/,Beltone Hearing Aid Center,hearing_aids,"122 S Rawles St, Suite 114",2488452183,http://beltonehearingaid.com/,1
Mount Royal Pines III,retirement_home,50 E Saint Marie St,+12187245500,https://mountroyalpinesassistedliving.com/,Mount Royal Dental,cosmetic_dentist,1624 Woodland Ave,2184645222,http://www.smileduluth.com/,0
Ricciardi Brothers,home_improvement_store,701 W Route 70,+18562672200,https://ricciardibrothers.com/,Ricciardi Brothers,paint_store,701 W Route 70,8562672200,http://www.ricciardibrothers.com/location-nj,1
Clarkson Eyecare,optometrist,2572 Lemay Ferry Rd,3148923321,https://www.clarksoneyecare.com/locations/mo/stlouis/southcounty,Clarkson Eyecare,optometrist,2572 Lemay Ferry Rd,3148923321,https://www.clarksoneyecare.com/locations/mo/st-louis/south-county?utm_source=bing&utm_medium=yext,1
Sterling McCall Ford,auto_parts_and_supply_store,6445 Southwest Fwy,2815885000,https://www.sterlingmccallford.com/,Sterling McCall Ford,auto_parts_and_supply_store,6445 Southwest Fwy,2815885000,http://www.sterlingmccallford.com/,1
The Glen At Shawmont Station,apartments,300 Autumn River Run,2154824889,https://www.theglenphilly.com/,The Glen at Shawmont Station,apartments,300 Autumn River Run,8886273085,https://www.theglenphilly.com/,1
Dunkin - دانكن,coffee_shop,King Khalid International Airport,8001288999,https://www.dunkinksa.com/,Dunkin - دانكن,coffee_shop,King Khalid International Airport,8001288999,https://www.dunkinksa.com/,1
Shoppers Drug Mart,pharmacy,3387 David Ave,+17782842701,https://www.shoppersdrugmart.ca/en/store-locator/store/2112/?utm_source=Facebook&utm_medium=lpm&utm_campaign=LPM_SDM,Shoppers Drug Mart,pharmacy,"3387 David Avenue, Suite 102",7782842701,,1
En-spire Nutrition,cafe,8168 S Holly St,+13032106095,,En-spire Nutrition Centennial,cafe,8168 S Holly St Ste B,3032106095,http://facebook.com/enspirenutritioncentennial,1
truenorth,convenience_store,5737 N US Highway 68,+19373833810,https://www.truenorthstores.com/?utm_source=Facebook&utm_medium=Yext&y_source=1_MTUxMjk0NjEtNTU5LWxvY2F0aW9uLndlYnNpdGU%3D,truenorth,convenience_store,5737 N US Highway 68,9373833810,https://www.truenorthstores.com/?utm_source=GMB&utm_medium=Yext&y_source=1_MTUxMjk0NjEtNzE1LWxvY2F0aW9uLndlYnNpdGU=,1
Goodyear,tire_shop,1001 W 15th St,8507634651,,Goodyear Auto Service,tire_shop,1001 West 15th Street,8507634651,https://www.goodyearautoservice.com/en-US/shop/FL/Panama-City/000902227-32401-2043,1
บริษัท ไอทีเทคคอม จำกัด,b2b_science_and_technology,ไทย,+6629486990,https://www.techcom.co.th/,บริษัท พี-ไบค์ จำกัด,motorcycle_dealer,26 ถนน นวมินทร์,+6625101516,http://www.p-bike.net,0
FitActive Cantù,gym,"Via Lombardia, 81",0316870873,http://www.fitactive.it/i-club/cantu.php,FitActive Cantù,gym,"Via Lombardia, 81",3332254298,https://www.fitactive.it/i-club/Cant%C3%B9.php,1
Larry H. Miller Dodge Ram,car_dealer,8665 W Bell Rd,+16232238605,https://www.larrymillerdodge.com/,Larry H. Miller Hyundai Peoria,used_car_dealer,8425 W Bell Rd,6029104825,https://www.larrymillerhyundai.com/,0
Panther City Arbor & Patio,masonry_concrete,"621 S Fwy, 206",8176180080,https://www.outdoorkitchensfortworth.com/,Panther City Arbor & Patio,masonry_concrete,"621 S Fwy, 206",8172709425,https://www.panthercitypatio.com/,1
Our Lady of the Lake Physician Group - Surgeons Group of Baton Rouge,hospital,7777 Hennessy Blvd,+12257695656,https://sgbr.ololrmc.com,Our Lady of the Lake Physician Group Men's Health,gym,7777 Hennessy Blvd Ste. 101,2257654400,https://ololrmc.com/location/our-lady-of-the-lake-physician-group-mens-health,0
"Traylor, Dr Julie",chiropractor,2482 State Highway 77,8703943289,,"Traylor, Dr Julie",chiropractor,2482 State Highway 77,8707394242,,1
Sierra Chapel,funeral_services_and_cemeteries,551 Grass Valley Hwy,+15308852222,,Sierra Gun Supply,gun_and_ammo,552 Grass Valley Hwy,5308239113,http://www.sierragunsupply.com/,0
El Carmen Tanatorio Crematorio,funeral_services_and_cemeteries,"Calle Labradores, 4",+34983811434,http://www.elcarmen-sf.es,El Carmen Tanatorio Crematorio,cremation_services,"Calle de Labradores, 4, LOCAL",983811434,http://www.elcarmen-sf.es/,1
Grapefruit Graphics,graphic_designer,"Unit 12, Fulcrum 4, Solent Way",01489570055,http://www.grapefruitgraphics.co.uk/,Grapefruit Graphics Ltd.,graphic_designer,Unit 12 Fulcrum,01489570055,http://www.grapefruitgraphics.co.uk/,1
Perpa Elektrik,retail,"Perpa Ticaret Merkezi, Yüzer Havuz Sokak 1",+905327171482,https://www.perpaelektrik.com/,PerpaLazer,commercial_industrial,Perpa,+902123202660,http://www.perpalazer.com/,0
Wetzel's Pretzels,pretzels,"7700 W Arrowhead Towne Center, Ste 1260",6232027114,https://www.wetzels.com/,Wetzel's Pretzels,pretzels,"7700 W Arrowhead Towne Ctr., Ste 1150",6234863270,https://www.wetzels.com/,1
Premier Storage & Office Solutions Ltd.,furniture_manufacturers,Unit 6 Durham Lane,01302300200,http://www.premier-storage.co.uk/,Premier Signs,sign_making,"Unit 2A Rands Lane Industrial Estate, Rands Lane",01302830504,,0
Baptist Health Cafeteria,burger_restaurant,9601 Interstate 630,+15012021841,http://www.baptist-health.org,Baptist Health Sleep Center-Little Rock,doctor,9500 Kanis Rd,5012021902,https://www.baptist-health.com/location/baptist-health-sleep-centerlittle-rock-little-rock,0
Wheatcraft Can Clean,pressure_washing,4740 Industrial Rd,2602417386,https://wheatcraftcanclean.com/,Wheatcraft Tree And Lawn,tree_services,4740 Industrial Rd,2604836767,https://www.wheatcrafttreeandlawn.com/,0
San Francisco Guitar Lessons,music_school,2141 Mission St,+14153058494,http://sfguitarlessons.com/,San Francisco Youth Fencing,fencing_club,621 S Van Ness Ave,+14154814451,https://fencingschoolsanfrancisco.com/,0
Oasis Day Camp in Central Park,youth_organizations,795 Columbus Ave,+18003171392,https://oasischildren.com/central-park/,Oasis Day Camp in Central Park,kids_recreation_and_party,795 Columbus Ave,6466981800,http://www.oasischildren.com/our-camps/central-park/,1
Economy Fence Center,fence_and_gate_sales_service,3304 S 30th St,2534416900,http://economyfence.com/,Economy Fence Center Tacoma,fence_and_gate_sales_service,3304 S 30th St,2533524668,https://www.economyfence.com/tacoma/,1
Galerie Monbrison,art_gallery,2 Rue des Beaux-Arts,+33146340520,http://www.monbrison.com/,Galerie AB,art_gallery,5 Rue Jacques Callot,+33145234116,http://www.galeriebares.fr/,0
Spare Rib Express Den Bosch,barbecue_restaurant,Graafseweg 151,+31736898515,https://www.spareribexpress.com/bestellen-bij-spare-rib-express-den-bosch/,Spare Rib Express Den Bosch,food_delivery_service,Graafseweg 151,0736898515,https://www.spareribexpress.com/menu/den-bosch/,1
Health Care Physicians Profile 6,,"3rd Floor, Rajapushpa Business Center, Kondapur",04048687888,https://creativesol.com/?utm_j=book,Health Care Physicians Profile 1,,"3rd Floor, Rajapushpa Business Center, Kondapur",06194420600,https://creativesol.com/?utm_j=book,0
Safeway Pharmacy,pharmacy,391 N Main St,5096848481,https://local.pharmacy.safeway.com/safeway/wa/colville/391-n-main-st.html,Safeway,retail,391 N Main St,5096843782,https://local.safeway.com/safeway/wa/colville/391-n-main-st.html,0
Cepedi,educational_services,"calle 21, Calacoto ",+59176254081,,CEED,education,Calle Claudio Aliaga,+59175853828,http://profesionalesenbellezaceed.com/,0
すき家,japanese_restaurant,北海道札幌市白石区北郷３条８丁目１−１,+81120498007,http://www.sukiya.jp/,すき家 札幌北郷店,cafe,白石区北郷3条8丁目1-1,0120498007,https://maps.sukiya.jp/jp/detail/1251.html,1
Ben & Florentine Saint-Canut,breakfast_and_brunch_restaurant,13799 Chemin St-Simon,+14505042555,https://locations.benetflorentine.com/fr/qc/mirabel/ben-florentine-mirabel-st-canut?utm_source=Facebook&utm_medium=LPM&utm_campaign=MTY,Ben & Florentine,coffee_shop,"13845 Chemin Saint Simon, Local 105",4505042555,https://locations.benetflorentine.com/fr/qc/mirabel/ben-florentine-mirabel-st-canut?utm_source=Bing&utm_medium=LPM&utm_campaign=MTY,1
CVS Pharmacy,online_shop,11 FOREST ST.,2033630627,https://www.cvs.com/store-locator/stamford-ct-pharmacies/11-forest-st-stamford-ct-06901/storeid=3719?WT.mc_id=LS_BING_3719,CVS Pharmacy inside Target Store,convenience_store,21 Broad St,2033880038,https://www.cvs.com/store-locator/stamford-ct-pharmacies/21-broad-st-stamford-ct-06901/storeid=16872?WT.mc_id=LS_BING_16872,0
Óticas Gassi Mauá,eyewear_and_optician,"Avenida Mário Covas Júnior, 182",+551230033088,http://www.oticasgassi.com.br/,Óticas Safira,shopping,"Rua Japão, 323",,,0
